0,  7.99, 87.5
5,  7.99, 99.5
10, 7.99, 113.0
15, 7.94, 124.5
20, 7.85, 135.5
25, 7.83, 145.0
30, 7.90, 152.5
35, 7.81, 157.0
40, 7.85, 158.5
45, 7.70, 156.5
50, 7.83, 152.0
55, 7.83, 141.5
60, 7.83, 128.5
65, 7.74, 111.5
70, 7.85, 95.5
75, 7.78, 72.0
0,  5.68, 61.5
5,  5.66, 64.5
10, 5.64, 72.0
15, 5.61, 77.3
20, 5.59, 82.0
25, 5.55, 85.5
30, 5.50, 87.5
35, 5.50, 89.3
40, 5.53, 89.0
45, 5.48, 86.0
50, 5.53, 82.5
55, 5.48, 77.0
60, 5.50, 70.0
65, 5.50, 60.5
70, 5.53, 51.5
75, 5.50, 41.0
